27/11/2021 6:55:16 PM,Loaded Scene 3
27/11/2021 6:55:16 PM,User Location x: -19.66506 y: -12.65
27/11/2021 6:55:19 PM,User Location x: -19.66506 y: -12.65
27/11/2021 6:55:20 PM,Spawned Normal Car!
27/11/2021 6:55:22 PM,User Location x: -20.12327 y: -17.06293
27/11/2021 6:55:23 PM,Rain Ended
27/11/2021 6:55:24 PM,User Location x: -20.1018 y: -17.55265
27/11/2021 6:55:27 PM,User Location x: -18.43976 y: -20.77122
27/11/2021 6:55:27 PM,Spawned Normal Car!
27/11/2021 6:55:29 PM,User Location x: -18.43976 y: -20.77122
27/11/2021 6:55:30 PM,Leaving Scene 3!
####################,###################
####################,###################
27/11/2021 6:55:58 PM,Loaded Scene 3
27/11/2021 6:55:58 PM,User Location x: -19.66506 y: -12.65
27/11/2021 6:56:01 PM,User Location x: -17.06448 y: -13.05923
27/11/2021 6:56:01 PM,Rain Ended
27/11/2021 6:56:02 PM,Spawned Normal Car!
27/11/2021 6:56:03 PM,Spawned Auto Car!
27/11/2021 6:56:03 PM,User Location x: -16.99926 y: -13.36345
27/11/2021 6:56:06 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:08 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:11 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:13 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:16 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:18 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:21 PM,User Location x: -19.61629 y: -22.82768
27/11/2021 6:56:23 PM,User Location x: -18.99044 y: -22.65864
27/11/2021 6:56:24 PM,Spawned Normal Car!
27/11/2021 6:56:26 PM,User Location x: -20.67586 y: -31.28529
27/11/2021 6:56:27 PM,Spawned Normal Car!
27/11/2021 6:56:28 PM,Spawned Normal Car!
27/11/2021 6:56:28 PM,Spawned Normal Car!
27/11/2021 6:56:28 PM,User Location x: -19.21335 y: -30.38316
27/11/2021 6:56:30 PM,Spawned Normal Car!
27/11/2021 6:56:30 PM,Spawned Normal Car!
27/11/2021 6:56:30 PM,Spawned Normal Car!
27/11/2021 6:56:31 PM,Spawned Normal Car!
27/11/2021 6:56:31 PM,Spawned Normal Car!
27/11/2021 6:56:31 PM,User Location x: -19.21335 y: -30.38316
27/11/2021 6:56:31 PM,Spawned Normal Car!
27/11/2021 6:56:31 PM,Spawned Normal Car!
27/11/2021 6:56:31 PM,Spawned Normal Car!
27/11/2021 6:56:33 PM,User Location x: -19.21335 y: -30.38316
27/11/2021 6:56:34 PM,Spawned Normal Car!
27/11/2021 6:56:34 PM,Spawned Normal Car!
27/11/2021 6:56:35 PM,Spawned Normal Car!
27/11/2021 6:56:36 PM,User Location x: -19.21335 y: -30.38316
